TransactionNo,Bread,Beverage,Cleaner,CannedGoods,Dairy,Drink,Dry_BakingGoods,FrozenFood,Fruit,Meat,PaperGoods,PersonalCare,Tobacco,Vegetable
5146,1,1,0,1,1,0,1,1,0,0,0,0,0,1
5147,1,1,0,1,0,0,1,1,1,0,0,1,0,1
5148,1,1,1,0,0,0,0,0,1,0,1,1,0,1
5149,0,0,0,0,1,1,1,0,1,0,1,0,1,1
5150,0,1,0,1,0,0,1,1,1,0,0,0,0,1
5151,0,1,0,0,0,0,1,1,0,0,1,0,1,0
5152,0,1,0,0,1,0,1,1,1,0,0,1,1,1
5153,1,1,0,1,1,0,1,1,1,0,1,1,0,1
5154,0,1,0,0,1,0,1,1,1,0,0,1,0,1
5155,1,1,0,1,1,0,0,1,1,0,0,1,0,1
5156,1,1,1,0,1,1,0,0,1,0,1,1,1,1
5157,1,1,0,0,1,0,0,0,0,1,0,1,0,0
5158,1,0,0,1,1,1,0,1,0,0,0,1,1,0
5159,1,0,0,0,1,0,0,1,1,0,1,1,1,1
5160,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5161,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5162,0,1,0,0,1,0,1,0,1,1,1,1,1,1
5163,1,1,0,0,1,0,1,0,0,0,1,0,0,0
5164,1,0,0,1,1,0,0,1,1,0,0,0,0,0
5165,1,0,0,0,1,1,0,0,1,1,1,1,0,1
5166,1,1,0,0,1,1,0,0,1,0,0,1,1,1
5167,1,1,0,0,1,0,0,0,1,0,0,1,0,1
5168,1,1,0,0,1,0,0,0,1,1,0,0,0,1
5169,1,1,0,0,0,0,0,0,1,0,0,0,1,1
5170,1,0,0,0,1,1,0,1,0,0,0,1,0,0
5171,1,0,0,1,1,1,0,1,1,0,0,1,1,1
5172,1,1,0,0,0,0,0,1,1,0,0,1,0,1
5173,1,0,0,1,0,0,1,1,1,0,0,0,0,1
5174,1,1,1,0,0,0,0,0,1,1,0,1,0,1
5175,1,1,0,0,1,0,0,0,1,1,0,0,0,1
5176,0,0,0,1,1,1,0,0,1,0,1,1,0,1
5177,1,1,0,0,1,0,0,0,1,0,1,0,0,1
5178,1,0,0,0,1,1,1,1,0,0,0,1,1,0
5179,1,1,0,0,1,0,0,0,1,1,0,0,0,1
5180,1,1,0,0,1,1,0,0,1,1,0,1,0,1
5181,1,0,0,0,1,0,0,0,1,1,0,1,0,1
5182,1,1,0,1,0,0,0,1,1,0,0,0,0,1
5183,1,0,0,0,1,0,0,0,1,1,0,0,1,1
5184,0,1,0,0,0,0,1,0,1,1,0,0,0,1
5185,1,0,1,0,1,1,0,0,1,1,1,1,1,1
5186,1,1,1,0,1,1,0,1,1,0,1,1,1,1
5187,1,1,0,0,1,0,0,0,1,1,0,0,0,1
5188,1,0,0,0,1,1,0,0,1,0,0,1,0,1
5189,1,0,0,0,1,1,0,1,1,0,0,1,1,1
5190,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5191,1,0,1,0,1,1,0,1,1,0,1,1,1,0
5192,1,1,0,0,1,0,0,1,1,1,1,0,0,1
5193,1,1,0,1,1,0,1,1,1,1,1,0,0,1
5194,0,1,0,0,1,1,0,1,0,0,1,1,1,0
5195,1,1,0,0,1,0,0,0,0,1,0,1,0,0
5196,1,1,0,0,0,0,0,0,0,1,0,1,0,1
5197,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5198,1,0,0,0,0,1,0,0,1,1,0,1,1,1
5199,1,0,0,0,1,1,0,0,1,1,0,1,1,0
5200,1,0,0,0,1,1,0,0,0,0,0,1,1,0
5201,1,0,1,0,1,1,0,1,1,0,1,1,1,1
5202,0,0,0,0,0,1,1,0,1,1,0,1,1,1
5203,1,1,0,0,0,0,0,0,1,1,0,1,0,1
5204,1,0,0,0,1,0,0,0,1,1,1,0,0,1
5205,0,0,1,1,1,1,1,0,1,0,1,1,1,1
5206,1,1,0,0,1,0,0,0,1,1,1,0,0,1
5207,1,1,1,0,1,0,1,0,1,1,1,1,0,1
5208,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5209,1,1,0,0,1,1,0,0,1,0,0,1,1,1
5210,1,1,1,0,1,0,0,0,0,0,1,1,0,0
5211,0,1,1,0,1,0,1,1,1,0,1,0,0,1
5212,0,0,0,0,1,1,0,0,1,1,0,1,0,1
5213,1,1,1,1,0,0,0,0,1,0,0,0,0,1
5214,0,1,0,0,0,0,1,0,1,1,0,1,0,1
5215,0,1,1,0,1,0,0,0,1,1,0,1,0,1
5216,1,1,0,1,1,0,0,1,1,1,1,0,0,1
5217,1,1,0,0,1,0,1,1,1,0,1,1,0,0
5218,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5219,1,1,0,0,1,0,1,0,0,1,0,0,1,0
5220,1,0,0,1,0,1,0,1,1,0,1,1,1,1
5221,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5222,1,1,0,1,1,0,0,1,0,0,1,0,1,0
5223,0,1,0,1,1,0,1,1,1,1,0,0,1,1
5224,1,1,0,0,1,1,0,0,1,0,0,1,0,1
5225,1,1,1,1,0,0,0,1,1,0,0,0,0,1
5226,1,1,1,1,1,1,0,1,0,0,1,1,1,0
5227,0,1,0,0,1,0,1,0,1,0,0,0,0,1
5228,0,1,0,1,1,0,1,1,1,0,0,1,0,1
5229,0,1,0,0,1,0,1,0,1,1,0,1,0,1
5230,1,1,0,0,0,0,0,1,1,0,0,0,0,0
5231,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5232,1,0,0,0,1,1,0,1,1,0,1,1,1,1
5233,0,1,0,0,1,0,1,1,1,0,0,0,0,1
5234,1,0,1,1,0,1,0,1,1,0,1,1,1,1
5235,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5236,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5237,1,1,1,1,1,0,1,1,1,0,1,0,0,1
5238,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5239,1,0,1,0,1,1,0,0,0,1,1,1,1,0
5240,1,1,0,0,0,0,0,0,1,1,0,0,1,1
5241,1,0,0,1,0,1,0,1,0,0,0,1,1,0
5242,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5243,1,1,0,1,0,0,0,1,1,0,1,0,0,1
5244,1,0,0,0,1,0,0,0,1,1,0,0,1,1
5245,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5246,1,0,0,0,1,1,0,1,1,0,0,1,1,1
5247,1,0,0,1,0,1,0,1,1,0,0,1,1,1
5248,0,1,0,0,0,0,0,0,1,0,1,0,1,1
5249,1,1,0,0,1,0,0,1,1,0,0,1,0,1
5250,1,1,1,0,1,1,0,0,1,1,1,1,0,1
5251,1,0,0,0,1,1,0,0,0,1,1,1,0,0
5252,1,1,0,0,0,0,0,1,1,0,0,0,0,1
5253,1,1,0,0,1,0,0,0,1,0,1,0,0,1
5254,1,1,0,0,1,0,0,0,1,0,1,0,1,1
5255,1,1,0,0,1,0,0,0,1,1,0,0,0,1
5256,0,0,1,1,0,0,0,1,1,0,1,1,0,1
5257,1,0,0,1,1,1,0,1,1,1,0,1,1,1
5258,1,0,0,1,1,1,0,1,1,1,1,1,1,1
5259,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5260,1,0,0,1,1,0,1,1,1,0,0,0,1,1
5261,1,0,1,0,0,1,1,0,1,1,1,1,1,1
5262,1,0,0,1,1,0,0,1,1,1,0,0,0,1
5263,0,0,0,1,1,1,1,1,1,0,1,1,0,1
5264,1,0,0,0,1,0,0,1,1,0,1,0,0,1
5265,1,1,1,1,0,0,0,1,1,0,1,0,0,1
5266,0,1,1,0,1,0,0,0,1,0,1,1,0,1
5267,1,1,0,1,1,0,0,1,0,0,0,1,0,0
5268,1,1,0,0,1,0,0,1,1,0,1,1,0,1
5269,1,1,1,1,1,1,0,1,1,0,1,1,1,0
5270,1,0,0,0,0,0,0,1,1,0,0,1,1,1
5271,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5272,0,0,0,1,1,0,0,1,0,0,1,0,1,0
5273,1,1,0,1,1,0,0,1,1,0,0,0,0,0
5274,0,1,1,0,1,0,1,1,1,1,1,1,0,1
5275,1,0,0,0,1,0,0,0,1,0,1,0,0,1
5276,1,1,0,0,1,1,0,1,1,0,0,1,1,1
5277,1,1,1,0,0,0,1,1,1,0,1,1,0,1
5278,0,1,0,0,1,0,1,0,0,1,0,1,1,0
5279,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5280,1,1,1,1,1,0,0,1,1,0,1,0,0,1
5281,1,0,0,1,1,1,0,1,1,0,0,1,0,1
5282,1,0,0,0,1,1,0,1,1,0,0,0,1,1
5283,0,1,1,0,1,0,1,0,1,0,1,0,0,1
5284,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5285,0,0,0,0,1,1,0,0,1,0,1,1,1,1
5286,1,1,0,0,1,0,0,0,1,1,1,0,0,1
5287,0,1,0,1,1,0,1,1,1,1,0,0,0,1
5288,0,1,0,0,1,0,1,0,1,0,0,1,0,1
5289,1,0,1,1,1,1,0,1,1,0,1,1,1,1
5290,0,1,0,1,1,0,1,1,0,0,0,1,1,0
5291,1,0,0,0,1,1,0,0,1,1,0,1,0,1
5292,1,0,0,0,1,1,1,0,1,0,0,1,1,1
5293,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5294,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5295,1,1,0,0,0,0,0,1,1,0,0,0,1,1
5296,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5297,1,0,0,0,1,1,0,0,0,1,1,1,1,0
5298,1,0,0,0,1,0,1,0,1,1,0,0,0,1
5299,1,1,0,0,1,0,0,0,1,0,0,1,0,1
5300,1,1,0,0,1,0,0,1,1,0,1,0,0,1
5301,1,1,0,0,1,0,0,0,1,0,0,1,0,1
5302,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5303,1,0,0,0,1,1,0,0,0,1,0,1,1,0
5304,1,1,0,0,0,0,0,0,1,0,1,1,0,1
5305,1,0,0,0,0,0,0,1,1,0,0,1,0,1
5306,1,1,0,0,1,0,0,0,1,0,0,0,0,1
5307,1,0,0,1,1,1,0,1,1,0,0,1,1,1
5308,1,1,0,0,1,0,0,1,1,1,0,0,1,1
5309,1,1,0,1,0,0,1,0,0,0,0,0,0,1
5310,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5311,0,1,0,0,0,0,1,0,1,1,1,1,1,1
5312,1,1,1,0,0,0,0,0,1,0,1,1,0,1
5313,1,0,1,1,1,0,0,1,0,1,1,0,0,1
5314,1,1,0,0,1,0,0,1,0,0,1,0,0,1
5315,1,1,0,1,0,0,0,1,1,1,1,1,0,1
5316,1,0,0,0,1,0,0,0,1,1,0,0,0,1
5317,1,0,1,0,0,0,0,0,1,1,0,0,0,1
5318,0,1,0,1,0,1,0,1,0,0,1,1,0,0
5319,1,1,1,1,1,0,0,0,0,0,1,1,0,0
5320,1,1,0,0,0,0,0,0,1,1,0,0,1,1
5321,1,1,0,0,1,0,0,0,1,1,1,0,0,1
5322,0,1,0,0,1,1,0,0,0,0,0,1,1,0
5323,1,0,0,1,0,1,0,1,1,0,0,1,1,1
5324,1,1,1,0,1,0,0,0,0,0,1,1,0,0
5325,1,1,0,0,0,0,0,0,1,1,0,1,0,1
5326,0,1,1,0,0,0,0,0,1,0,1,1,1,1
5327,0,1,1,1,1,0,1,1,1,0,1,0,0,1
5328,1,1,0,0,1,0,0,1,0,0,0,0,1,0
5329,1,1,0,1,1,0,0,1,0,0,1,1,0,0
5330,1,1,0,0,1,0,0,0,1,0,1,1,0,1
5331,1,1,0,0,1,0,0,0,0,0,0,0,0,1
5332,0,1,0,0,1,1,0,1,1,0,1,1,1,1
5333,1,0,1,1,1,1,0,1,0,0,1,1,1,1
5334,1,1,0,0,1,0,0,0,0,1,0,0,0,0
5335,1,1,0,1,1,0,0,1,1,0,1,0,0,1
5336,1,0,0,0,1,1,0,0,0,1,0,1,0,1
5337,1,1,0,0,1,0,0,0,1,1,1,0,1,0
5338,1,1,0,0,1,0,0,0,0,0,0,1,0,1
5339,1,1,0,1,1,1,0,1,1,0,1,1,1,1
5340,1,0,0,0,1,1,1,0,0,1,0,1,1,0
5341,0,1,0,0,1,0,1,0,1,1,1,0,1,1
5342,1,1,0,1,0,1,0,1,1,0,1,1,0,1
5343,1,1,0,1,1,0,0,1,1,0,1,1,1,1
5344,1,0,0,1,1,1,1,1,0,0,0,1,0,0
5345,1,0,0,0,1,1,0,0,1,1,0,1,1,1
5346,0,1,0,0,0,0,1,0,1,1,0,1,0,1
5347,1,1,0,0,0,0,0,1,1,0,0,0,0,1
5348,1,1,0,0,0,1,0,1,0,0,0,1,1,1
5349,1,1,0,0,1,1,0,0,1,0,0,1,1,1
5350,1,0,0,0,1,0,0,0,1,1,1,0,1,1
5351,1,1,0,0,1,0,0,0,1,1,0,0,0,0
5352,0,1,0,0,0,0,1,0,1,0,1,0,0,1
5353,1,1,0,0,1,1,0,0,1,0,1,1,1,1
5354,1,0,0,0,1,1,1,1,0,0,0,1,0,0
5355,0,1,1,0,1,0,1,1,1,0,1,0,0,1
5356,1,1,0,0,1,0,0,1,0,0,0,1,0,0
5357,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5358,1,1,0,1,0,0,0,1,0,0,0,0,0,1
5359,1,1,0,1,1,0,1,1,1,0,0,1,0,1
5360,1,1,0,1,0,0,0,1,0,0,0,1,0,1
5361,1,1,0,1,0,0,0,1,1,0,0,1,0,1
5362,1,1,0,0,1,0,0,0,1,1,0,0,1,1
5363,1,1,0,0,1,0,0,1,1,1,1,0,0,1
5364,1,1,0,1,1,0,0,1,1,0,1,1,0,0
5365,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5366,1,0,0,0,0,0,0,0,1,0,0,1,0,1
5367,1,1,1,0,1,0,0,1,1,1,1,0,0,1
5368,0,0,0,0,0,0,1,0,1,1,0,1,0,1
5369,1,0,1,0,1,1,0,0,1,0,1,1,1,1
5370,0,1,0,0,0,0,0,1,1,0,0,1,0,1
5371,1,1,0,1,1,0,0,1,0,0,0,0,0,0
5372,1,0,0,0,1,0,0,0,1,1,0,0,0,1
5373,1,0,1,0,1,1,1,0,1,1,1,1,1,1
5374,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5375,1,0,0,1,1,1,0,0,0,0,0,1,1,0
5376,1,1,0,1,1,0,0,1,1,0,1,1,0,1
5377,1,1,0,1,1,0,0,1,0,1,0,0,1,0
5378,1,1,1,1,1,1,0,0,1,0,1,1,1,1
5379,1,1,0,1,1,0,0,1,1,0,0,1,1,1
5380,1,1,0,1,1,0,0,1,1,0,0,0,0,0
5381,1,0,0,1,1,1,0,0,1,0,1,1,1,1
5382,1,1,0,0,0,0,0,1,1,0,0,0,0,1
5383,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5384,1,1,0,0,1,0,0,1,1,0,0,1,1,1
5385,1,0,0,0,1,1,0,0,0,1,0,1,1,0
5386,1,0,0,1,0,1,0,0,1,0,0,1,0,1
5387,1,1,0,0,1,0,0,1,1,0,1,1,1,1
5388,1,1,0,1,1,1,1,1,0,0,1,1,1,0
5389,1,0,0,0,1,1,0,0,1,1,1,1,1,1
5390,0,1,0,1,1,0,0,1,0,0,1,1,0,0
5391,1,1,0,0,1,0,0,0,1,1,0,1,1,1
5392,1,1,0,1,1,0,0,0,1,0,0,1,0,1
5393,0,1,1,0,1,1,0,0,1,0,1,1,1,1
5394,1,1,1,0,0,0,0,0,1,1,0,0,0,0
5395,1,1,0,1,1,1,0,1,1,0,0,1,0,1
5396,1,1,1,1,1,0,0,1,0,0,1,0,1,0
5397,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5398,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5399,1,0,0,0,1,0,0,1,1,0,0,0,0,1
5400,1,1,0,0,0,0,0,0,0,0,1,1,0,0
5401,0,0,0,1,1,1,1,1,1,1,0,1,1,1
5402,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5403,1,1,0,1,0,0,0,1,0,0,1,0,0,1
5404,1,0,0,1,1,0,0,1,1,1,1,1,0,0
5405,1,1,0,1,1,0,0,1,1,0,0,1,0,1
5406,1,1,0,1,1,0,0,1,1,1,0,0,0,1
5407,1,0,0,0,1,1,0,0,1,0,0,1,1,1
5408,1,0,0,1,1,0,0,1,0,0,0,0,0,1
5409,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5410,1,0,0,1,1,1,0,1,1,0,0,1,1,1
5411,1,1,0,0,0,0,0,0,1,0,1,0,1,1
5412,1,0,0,1,1,0,0,1,1,0,0,1,0,0
5413,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5414,0,1,0,0,0,0,0,0,0,1,0,0,0,1
5415,1,1,0,0,1,0,0,1,1,0,1,0,0,1
5416,1,0,0,0,1,1,1,0,1,0,0,1,0,0
5417,1,1,1,0,1,0,1,0,1,1,1,1,1,1
5418,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5419,1,1,0,0,0,0,0,0,1,0,1,0,0,1
5420,0,1,0,0,1,1,1,0,1,1,0,1,1,1
5421,1,0,1,1,1,1,0,1,1,0,1,1,1,1
5422,1,1,0,0,1,0,1,0,1,1,0,1,0,1
5423,0,1,0,0,1,1,0,0,1,1,0,1,1,1
5424,1,1,1,0,1,1,0,0,1,1,1,1,1,1
5425,1,1,1,0,1,0,0,0,1,0,1,0,0,1
5426,1,1,0,1,1,0,0,1,1,0,1,1,0,1
5427,1,0,0,1,0,1,0,0,1,0,0,1,0,1
5428,0,1,0,1,1,0,1,1,1,0,0,1,0,0
5429,1,1,0,0,1,0,0,1,0,0,1,0,0,1
5430,1,0,0,0,1,1,0,1,1,0,0,1,0,1
5431,0,1,0,0,1,0,0,0,1,0,1,1,1,1
5432,1,1,0,0,1,0,0,0,0,0,0,1,0,1
5433,0,1,0,0,1,0,0,0,1,1,0,0,1,0
5434,1,0,0,0,1,1,0,1,1,0,0,1,1,1
5435,1,0,0,0,1,1,1,0,1,0,0,1,1,1
5436,1,0,1,0,0,1,0,0,1,0,1,1,0,1
5437,1,1,1,1,0,0,0,1,1,0,1,1,0,1
5438,1,0,0,1,1,0,0,1,1,0,0,0,0,1
5439,1,1,0,1,0,1,1,1,1,0,0,1,0,1
5440,1,0,1,1,1,0,0,0,1,0,1,0,0,1
5441,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5442,1,1,1,0,1,0,0,0,1,0,0,0,0,1
5443,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5444,0,0,0,0,1,1,0,0,1,1,0,1,1,1
5445,1,0,0,0,1,1,1,0,1,0,1,1,1,1
5446,1,1,0,1,0,0,0,1,1,1,0,0,0,0
5447,1,1,1,1,0,0,0,1,1,0,0,1,0,1
5448,1,1,0,0,0,0,1,1,1,0,0,0,1,1
5449,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5450,1,1,1,0,1,0,0,0,1,0,1,0,0,1
5451,1,1,0,0,1,0,0,1,1,0,0,1,0,1
5452,1,1,0,0,1,0,0,1,0,0,0,1,0,0
5453,1,0,1,0,1,1,0,0,1,0,1,1,1,1
5454,1,1,0,0,0,1,0,1,0,0,1,0,1,1
5455,1,0,0,0,1,0,0,1,1,0,1,0,0,1
5456,1,1,0,0,1,0,0,0,1,1,1,0,0,1
5457,1,1,0,0,0,0,0,0,1,1,1,0,0,1
5458,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5459,1,1,0,0,1,0,0,0,1,1,1,0,0,0
5460,0,0,0,0,1,1,1,1,1,0,0,1,1,1
5461,0,1,0,0,1,0,0,0,1,0,0,0,0,1
5462,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5463,1,0,0,1,0,1,0,1,1,1,1,1,1,1
5464,1,0,1,1,1,1,0,1,0,0,1,1,1,1
5465,0,0,1,0,1,1,0,1,1,0,1,1,1,1
5466,1,1,0,0,1,0,0,0,1,1,1,0,0,1
5467,1,1,0,0,1,0,0,0,1,0,0,0,0,1
5468,1,1,0,1,1,0,0,1,1,0,0,0,0,1
5469,1,1,0,0,1,1,0,0,1,0,0,1,1,0
5470,1,1,1,0,1,0,0,0,0,1,1,1,0,1
5471,1,0,0,0,0,1,0,0,1,1,1,1,1,1
5472,1,0,0,1,1,1,0,1,1,0,0,1,0,1
5473,1,1,1,1,1,0,0,1,0,0,1,1,0,0
5474,1,1,0,0,1,0,0,1,0,0,0,1,0,1
5475,0,1,1,0,1,0,0,0,1,0,1,0,0,1
5476,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5477,1,1,0,0,1,0,0,0,1,1,1,0,1,1
5478,1,1,1,0,1,0,0,0,1,1,0,0,0,0
5479,1,0,0,0,0,1,1,0,1,0,0,1,1,1
5480,1,1,0,1,1,0,0,1,1,0,1,1,0,1
5481,1,1,0,0,1,0,0,0,1,0,0,0,0,1
5482,1,0,0,0,1,1,0,1,1,0,0,1,1,1
5483,1,1,0,1,1,0,0,1,1,0,0,1,0,1
5484,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5485,0,1,0,0,0,0,0,0,1,1,1,0,0,1
5486,1,1,0,0,1,1,0,0,1,1,0,1,1,1
5487,1,1,0,1,1,0,0,1,1,0,0,1,0,1
5488,1,0,0,1,1,1,0,1,1,0,1,1,1,1
5489,1,1,0,0,1,1,0,0,1,1,1,1,1,1
5490,0,1,0,0,0,0,1,0,1,1,0,1,0,1
5491,1,0,0,0,0,0,1,0,1,1,0,0,0,1
5492,1,0,0,1,1,0,1,1,1,0,1,0,0,1
5493,1,1,0,1,1,0,0,1,1,0,1,0,0,0
5494,1,0,1,1,1,1,0,1,1,0,0,1,1,1
5495,0,0,0,0,0,0,1,0,1,1,0,0,0,1
5496,1,0,0,0,0,0,0,0,1,1,1,0,0,1
5497,1,0,1,0,1,1,0,0,1,1,1,1,0,1
5498,1,1,0,0,1,1,0,0,0,0,0,1,1,1
5499,0,1,0,0,1,1,1,0,1,0,1,1,1,1
5500,0,1,0,0,1,0,1,1,1,0,0,0,1,1
5501,1,1,0,1,1,0,0,1,1,0,1,1,0,1
5502,1,1,0,1,1,0,1,1,1,0,0,0,0,1
5503,1,1,0,0,1,0,1,0,1,1,0,1,0,1
5504,1,0,0,0,1,1,0,1,1,0,1,1,1,1
5505,1,1,0,0,0,1,0,1,1,0,0,1,1,1
5506,1,0,0,1,1,1,0,0,0,0,0,1,1,0
5507,1,0,0,1,0,1,0,1,0,0,1,1,0,1
5508,0,1,0,0,1,0,0,1,0,0,0,0,0,0
5509,1,0,0,0,1,1,0,0,1,1,1,1,0,1
5510,1,1,0,1,1,0,0,1,1,0,1,0,0,0
5511,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5512,0,1,0,0,0,0,1,1,1,0,0,0,0,1
5513,1,1,0,0,1,1,0,1,0,1,0,1,0,0
5514,1,1,0,0,0,0,0,0,0,1,1,0,1,1
5515,1,0,1,1,1,1,0,1,1,0,1,1,0,1
5516,1,0,0,1,1,1,0,1,1,0,0,1,1,1
5517,1,1,0,1,1,0,0,1,1,0,0,0,1,1
5518,1,1,0,0,0,1,0,1,1,0,1,1,1,1
5519,0,1,0,0,1,0,0,1,1,0,0,0,0,1
5520,0,0,0,0,0,0,1,1,1,0,0,0,0,1
5521,1,0,1,0,0,1,0,0,1,0,0,1,1,1
5522,0,1,0,0,1,0,1,0,1,0,1,0,0,1
5523,1,1,1,1,1,0,0,1,1,1,1,0,0,1
5524,1,0,0,1,0,1,0,1,0,0,1,1,1,0
5525,1,0,0,1,1,1,0,1,1,0,0,1,1,1
5526,0,1,0,0,0,0,0,1,1,0,1,1,0,0
5527,1,1,0,1,1,0,0,1,1,1,0,1,0,1
5528,1,1,0,0,1,0,1,0,1,1,0,0,1,1
5529,0,1,0,0,1,0,1,0,1,1,0,1,1,1
5530,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5531,1,1,0,0,0,0,0,1,1,0,0,1,1,1
5532,1,0,1,1,1,1,0,1,0,0,1,1,0,1
5533,1,1,0,0,0,0,0,1,1,0,1,0,0,1
5534,1,1,0,0,1,1,0,0,1,0,0,1,1,1
5535,1,1,0,0,1,0,0,0,1,0,1,0,1,1
5536,1,1,1,1,0,0,0,1,1,0,1,1,0,1
5537,0,1,0,1,1,0,1,1,1,1,1,0,0,1
5538,1,1,0,1,0,0,0,1,1,0,0,0,0,1
5539,1,1,0,1,1,0,0,1,1,1,1,0,1,1
5540,1,1,0,0,1,1,0,0,1,1,0,1,1,1
5541,1,1,0,0,1,1,0,0,1,1,1,1,1,1
5542,1,0,0,0,1,0,0,1,1,0,0,0,0,1
5543,1,1,0,0,1,0,0,1,1,0,1,1,0,1
5544,0,1,0,0,1,0,1,0,1,1,1,0,1,1
5545,1,1,0,1,1,1,0,1,0,0,0,1,1,0
5546,1,1,1,0,1,0,0,0,1,0,1,0,0,1
5547,1,1,0,1,1,0,0,1,1,0,1,1,0,1
5548,1,1,0,0,1,0,0,1,1,0,0,0,0,1
5549,1,1,0,0,0,0,0,0,0,1,1,1,0,1
5550,1,1,1,0,1,0,0,1,0,1,1,0,0,0
5551,0,0,1,1,1,1,0,1,1,0,1,1,1,1
5552,1,1,0,0,1,0,0,0,1,1,0,1,0,1
5553,1,1,0,0,1,0,1,0,0,0,1,0,0,1
5554,1,1,0,1,1,1,0,1,1,0,0,0,1,1
5555,0,1,0,1,0,0,1,1,1,0,1,1,0,1
5556,1,1,0,0,0,0,0,0,1,1,0,1,1,1
5557,1,1,1,0,0,0,0,0,1,0,1,0,1,1
5558,1,1,1,1,1,0,0,0,1,0,1,0,0,1
5559,0,1,0,1,1,0,0,1,1,0,0,0,0,1
5560,0,0,1,1,1,0,1,1,1,1,1,0,0,1
5561,0,1,0,0,0,0,0,1,1,0,0,1,0,1
5562,1,1,0,0,1,0,0,0,1,0,0,0,1,1
5563,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5564,1,1,1,0,1,0,0,0,1,1,1,0,0,1
5565,0,1,0,1,1,0,0,1,1,0,0,1,0,1
5566,1,0,0,0,1,1,0,0,0,1,0,1,1,1
5567,1,0,0,1,1,0,1,1,1,0,0,0,0,1
5568,1,0,1,1,0,1,0,1,1,0,1,1,0,1
5569,0,1,0,1,1,0,1,1,1,0,0,0,0,0
5570,1,0,0,0,1,0,0,0,1,1,1,0,0,1
5571,0,1,0,0,1,0,1,0,1,0,0,0,1,1
5572,1,1,1,0,0,0,0,0,1,0,1,0,0,1
5573,1,0,0,0,0,1,0,0,1,1,0,1,1,1
5574,1,0,0,0,1,0,0,0,1,1,1,0,0,1
5575,0,0,1,0,0,0,0,0,1,1,1,1,0,0
5576,1,0,0,1,1,0,0,1,0,1,1,0,1,0
5577,1,1,0,1,1,0,0,1,0,0,0,0,0,1
5578,0,1,0,0,1,0,0,1,1,0,0,0,0,1
5579,1,1,0,0,0,0,0,0,1,1,1,1,1,1
5580,1,0,1,0,1,0,0,0,0,0,1,0,0,1
5581,1,1,0,1,1,0,0,1,1,1,1,0,0,1
5582,1,1,1,0,1,0,0,1,1,0,1,0,0,1
5583,1,0,0,0,1,1,0,0,1,0,0,1,1,1
5584,1,1,0,0,1,0,1,1,1,0,0,1,0,1
5585,1,1,0,1,1,0,0,1,1,0,1,0,0,1
5586,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5587,1,1,0,0,1,0,0,1,0,0,0,0,0,1
5588,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5589,1,1,0,0,0,0,1,0,1,1,0,0,0,1
5590,0,1,1,0,0,0,1,1,0,0,1,0,0,1
5591,1,1,0,0,0,0,0,0,1,1,0,0,0,1
5592,1,0,1,0,1,1,0,0,1,1,1,1,1,1
5593,1,1,1,0,1,0,0,0,1,0,1,0,0,1
